iso3,year,indicator,domain,direction,value,z
CZE,2008,road_deaths,Safety,down,10.6,-0.27386798142429325
CZE,2008,political_stability,Safety,up,1.1254325,0.4036858118016557
CZE,2008,gini,Equality,down,26.3,1.2107092929724945
CZE,2008,gdi,Equality,up,0.971,-0.23536141794781393
CZE,2008,top_10_income,Equality,down,22.9,0.7050189589986575
CZE,2008,vdem_libdem,Freedom,up,0.821,0.42813228986920593
CZE,2008,press_freedom,Freedom,down,10.17,0.7415920655515861
CZE,2008,corruption,Freedom,up,49.0,-1.880930003592421
CZE,2008,civil_liberties,Freedom,up,0.96,0.5267553432211456
CZE,2008,work_hours,Work,down,1789.28,-0.2180803532127117
CZE,2008,unemployment,Work,down,4.392,0.6683129925088669
CZE,2008,employment,Work,up,55.843,-0.257859521554726
CZE,2008,pm25,Environment,down,18.1781461998214,-0.49450722185007256
CZE,2008,co2_pc,Environment,down,11.84469,-0.6655156246687206
CZE,2008,renewable,Environment,up,1.5276629,-0.5766950235529517
CZE,2008,protected_areas,Environment,up,21.9,-0.04049628659888917
CZE,2008,life_eval,Wellbeing,up,6.36,-0.5068506606494593
CZE,2008,adolescent_fert,Wellbeing,down,11.785,0.050154436132549704
CZE,2009,gdp_pc,Material,up,38175.1422773334,-0.5987167778953125
CZE,2009,household_cons,Material,up,8092.57722223038,-1.2932562958809768
CZE,2009,broadband,Material,up,19.5385560961848,0.07750092899968632
CZE,2009,life_expectancy,Health,up,77.0780487804878,-0.6050244033438829
CZE,2009,infant_mort,Health,down,2.9,0.7387196597329719
CZE,2009,maternal_mort,Health,down,4.0,0.8775278149385297
CZE,2009,child_mort,Health,down,3.5,0.7521748869977043
CZE,2009,schooling,Knowledge,up,12.802000000000001,1.061948362079698
CZE,2009,tertiary_attain,Knowledge,up,11.952096109591773,-1.6167983528389964
CZE,2009,internet_users,Knowledge,up,64.43,0.3085875285892814
CZE,2009,research_dev,Knowledge,up,1.28943,-0.7568432757465446
CZE,2009,homicides,Safety,down,0.902026099357503,0.4019376558656986
CZE,2009,suicide,Safety,down,15.01,0.08132186791546644
CZE,2009,road_deaths,Safety,down,8.9,0.05888572813807646
CZE,2009,political_stability,Safety,up,1.0713838,0.2959013648190928
CZE,2009,gini,Equality,down,26.2,1.2336709761586029
CZE,2009,gdi,Equality,up,0.974,-0.10437382165625504
CZE,2009,top_10_income,Equality,down,22.4,0.8977805449676084
CZE,2009,vdem_libdem,Freedom,up,0.813,0.3709406777760579
CZE,2009,press_freedom,Freedom,down,10.17,0.7415920655515861
CZE,2009,corruption,Freedom,up,49.0,-1.880930003592421
CZE,2009,civil_liberties,Freedom,up,0.959,0.5087911495155545
CZE,2009,work_hours,Work,down,1779.33,-0.1806898881815166
CZE,2009,unemployment,Work,down,6.662,0.06181818292419808
CZE,2009,employment,Work,up,54.653,-0.4455614281985111
CZE,2009,pm25,Environment,down,19.2354250009897,-0.6512745084705819
CZE,2009,co2_pc,Environment,down,11.032746,-0.44832374513096807
CZE,2009,renewable,Environment,up,2.14727,-0.5371246390582778
CZE,2009,protected_areas,Environment,up,21.9,-0.04049628659888917
CZE,2009,life_eval,Wellbeing,up,6.36,-0.5068506606494593
CZE,2009,adolescent_fert,Wellbeing,down,12.089,0.020125410213081958
CZE,2010,gdp_pc,Material,up,39097.3886218756,-0.5446371815163487
CZE,2010,household_cons,Material,up,8213.40806820868,-1.27918245754875
CZE,2010,broadband,Material,up,21.6090542510609,0.20834140069762644
CZE,2010,life_expectancy,Health,up,77.4243902439025,-0.49758119161100456
CZE,2010,infant_mort,Health,down,2.7,0.8279659942590872
CZE,2010,maternal_mort,Health,down,4.0,0.8775278149385297
CZE,2010,child_mort,Health,down,3.4,0.7888137783414321
CZE,2010,schooling,Knowledge,up,12.8,1.060349010500081
CZE,2010,tertiary_attain,Knowledge,up,13.327023033303298,-1.4373888474275736
CZE,2010,internet_users,Knowledge,up,68.82,0.4322012195944245
CZE,2010,research_dev,Knowledge,up,1.31352,-0.7310338214200248
CZE,2010,homicides,Safety,down,0.984323877723848,0.3651887922978573
CZE,2010,suicide,Safety,down,15.1,0.06940176519533718
CZE,2010,road_deaths,Safety,down,7.8,0.2741969519725512
CZE,2010,political_stability,Safety,up,1.0992694,0.35151110149688447
CZE,2010,gini,Equality,down,26.6,1.14182424341417
CZE,2010,gdi,Equality,up,0.975,-0.060711289559068744
CZE,2010,top_10_income,Equality,down,22.4,0.8977805449676084
CZE,2010,vdem_libdem,Freedom,up,0.805,0.3137490656829106
CZE,2010,press_freedom,Freedom,down,10.17,0.7415920655515861
CZE,2010,corruption,Freedom,up,49.0,-1.880930003592421
CZE,2010,civil_liberties,Freedom,up,0.958,0.4908269558099634
CZE,2010,work_hours,Work,down,1798.81,-0.2538925272576651
CZE,2010,unemployment,Work,down,7.281,-0.1035652034779649
CZE,2010,employment,Work,up,54.095,-0.5335762718180335
CZE,2010,pm25,Environment,down,21.6290756694349,-1.0061914140160941
CZE,2010,co2_pc,Environment,down,11.225506,-0.49988629956784686
CZE,2010,renewable,Environment,up,2.4941838,-0.5149694499836069
CZE,2010,protected_areas,Environment,up,21.9,-0.04049628659888917
CZE,2010,life_eval,Wellbeing,up,6.36,-0.5068506606494593
CZE,2010,adolescent_fert,Wellbeing,down,12.227,0.006493812920692018
CZE,2011,gdp_pc,Material,up,39708.1626280195,-0.5088220092182999
CZE,2011,household_cons,Material,up,8242.36560915308,-1.275809612258703
CZE,2011,broadband,Material,up,23.9064110361087,0.3535176930339528
CZE,2011,life_expectancy,Health,up,77.8731707317073,-0.35835900175999374
CZE,2011,infant_mort,Health,down,2.6,0.8725891615221449
CZE,2011,maternal_mort,Health,down,4.0,0.8775278149385297
CZE,2011,child_mort,Health,down,3.3,0.8254526696851598
CZE,2011,schooling,Knowledge,up,12.826,1.081140581035093
CZE,2011,tertiary_attain,Knowledge,up,14.701949957014824,-1.2579793420161507
CZE,2011,internet_users,Knowledge,up,70.49,0.4792251066054928
CZE,2011,research_dev,Knowledge,up,1.5323,-0.49663812123089995
CZE,2011,homicides,Safety,down,0.81939793117267,0.4388340501519242
CZE,2011,suicide,Safety,down,16.09,-0.06171936472608483
CZE,2011,road_deaths,Safety,down,7.5,0.33291819483649876
CZE,2011,political_stability,Safety,up,1.1297603,0.41231635295530294
CZE,2011,gini,Equality,down,26.4,1.1877476097863868
CZE,2011,gdi,Equality,up,0.975,-0.060711289559068744
CZE,2011,top_10_income,Equality,down,22.2,0.9748851793551885
CZE,2011,vdem_libdem,Freedom,up,0.808,0.3351959202178411
CZE,2011,press_freedom,Freedom,down,10.17,0.7415920655515861
CZE,2011,corruption,Freedom,up,49.0,-1.880930003592421
CZE,2011,civil_liberties,Freedom,up,0.959,0.5087911495155545
CZE,2011,work_hours,Work,down,1804.78,-0.2763268062763822
CZE,2011,unemployment,Work,down,6.712,0.04845926641352259
CZE,2011,employment,Work,up,54.354,-0.49272350390144504
CZE,2011,pm25,Environment,down,20.5894906583766,-0.8520476619472211
CZE,2011,co2_pc,Environment,down,10.974041,-0.4326203846919923
CZE,2011,renewable,Environment,up,3.222672,-0.46844551865061723
CZE,2011,protected_areas,Environment,up,21.9,-0.04049628659888917
CZE,2011,life_eval,Wellbeing,up,6.36,-0.5068506606494593
CZE,2011,adolescent_fert,Wellbeing,down,11.951,0.0337570075054719
CZE,2012,gdp_pc,Material,up,39347.0492956846,-0.5299973311648758
CZE,2012,household_cons,Material,up,8174.75236987474,-1.283684900981687
CZE,2012,broadband,Material,up,25.2869067180213,0.44075501115135174
CZE,2012,life_expectancy,Health,up,78.0756097560976,-0.2955576878597823
CZE,2012,infant_mort,Health,down,2.6,0.8725891615221449
CZE,2012,maternal_mort,Health,down,4.0,0.8775278149385297
CZE,2012,child_mort,Health,down,3.2,0.8620915610288874
CZE,2012,schooling,Knowledge,up,12.852,1.1019321515701048
CZE,2012,tertiary_attain,Knowledge,up,16.07687688072635,-1.0785698366047276
CZE,2012,internet_users,Knowledge,up,73.4300078241036,0.5620098944691481
CZE,2012,research_dev,Knowledge,up,1.757,-0.25589987352774457
CZE,2012,homicides,Safety,down,0.999301916232803,0.3585005693031944
CZE,2012,suicide,Safety,down,16.7,-0.14251117205140537
CZE,2012,road_deaths,Safety,down,7.2,0.39163943770044635
CZE,2012,political_stability,Safety,up,1.1228486,0.39853297311065566
CZE,2012,gini,Equality,down,26.1,1.2566326593447106
CZE,2012,gdi,Equality,up,0.977,0.026613774635303854
CZE,2012,top_10_income,Equality,down,22.2,0.9748851793551885
CZE,2012,vdem_libdem,Freedom,up,0.814,0.3780896292877014
CZE,2012,press_freedom,Freedom,down,10.17,0.7415920655515861
CZE,2012,corruption,Freedom,up,49.0,-1.880930003592421
CZE,2012,civil_liberties,Freedom,up,0.959,0.5087911495155545
CZE,2012,work_hours,Work,down,1774.42,-0.16223891498521895
CZE,2012,unemployment,Work,down,6.979,-0.022877347753484815
CZE,2012,employment,Work,up,54.548,-0.46212336113766805
CZE,2012,pm25,Environment,down,18.3649701006501,-0.5222084071726303
CZE,2012,co2_pc,Environment,down,10.590268,-0.32996259156113383
CZE,2012,renewable,Environment,up,3.6086102,-0.4437980881011895
CZE,2012,protected_areas,Environment,up,21.9,-0.04049628659888917
CZE,2012,life_eval,Wellbeing,up,6.29,-0.6024083071771454
CZE,2012,adolescent_fert,Wellbeing,down,12.663,-0.03657413214801826
CZE,2013,gdp_pc,Material,up,39317.5535692377,-0.5317269308435217
CZE,2013,household_cons,Material,up,8236.58406518801,-1.2764830207283389
CZE,2013,broadband,Material,up,27.1727115258321,0.559924202393144
CZE,2013,life_expectancy,Health,up,78.1756097560976,-0.26453535207776074
CZE,2013,infant_mort,Health,down,2.5,0.9172123287852026
CZE,2013,maternal_mort,Health,down,3.0,1.0475332035875897
CZE,2013,child_mort,Health,down,3.1,0.8987304523726152
CZE,2013,schooling,Knowledge,up,12.878,1.1227237221051167
CZE,2013,tertiary_attain,Knowledge,up,17.451803804437876,-0.8991603311933046
CZE,2013,internet_users,Knowledge,up,74.1104,0.581168388362901
CZE,2013,research_dev,Knowledge,up,1.86743,-0.13758779211314973
CZE,2013,homicides,Safety,down,0.856232600342731,0.42238606991761574
CZE,2013,suicide,Safety,down,15.65,-0.0034433069832306806
CZE,2013,road_deaths,Safety,down,6.4,0.5482294186709733
CZE,2013,political_stability,Safety,up,1.1188359,0.3905308074636204
CZE,2013,gini,Equality,down,26.5,1.1647859266002785
CZE,2013,gdi,Equality,up,0.982,0.24492643512123535
CZE,2013,top_10_income,Equality,down,22.6,0.820675910580027
CZE,2013,vdem_libdem,Freedom,up,0.779,0.12787632638017943
CZE,2013,press_freedom,Freedom,down,10.17,0.7415920655515861
CZE,2013,corruption,Freedom,up,48.0,-1.959651383258032
CZE,2013,civil_liberties,Freedom,up,0.953,0.40100598728200804
CZE,2013,work_hours,Work,down,1761.22,-0.1126354839890607
CZE,2013,unemployment,Work,down,6.953,-0.015930711167933594
CZE,2013,employment,Work,up,55.135,-0.3695342693730456
CZE,2013,pm25,Environment,down,19.1672606975121,-0.6411674932833366
CZE,2013,co2_pc,Environment,down,10.152071,-0.21274658893311438
CZE,2013,renewable,Environment,up,4.2174873,-0.40491296080519495
CZE,2013,protected_areas,Environment,up,21.9,-0.04049628659888917
CZE,2013,life_eval,Wellbeing,up,6.3975,-0.4556590642953423
CZE,2013,adolescent_fert,Wellbeing,down,12.327,-0.0033841561317644333
CZE,2014,gdp_pc,Material,up,40158.0164275735,-0.48244303568981173
CZE,2014,household_cons,Material,up,8340.68715268772,-1.2643575571391847
CZE,2014,broadband,Material,up,28.475360327904,0.6422421621162442
CZE,2014,life_expectancy,Health,up,78.8243902439024,-0.06326849066270679
CZE,2014,infant_mort,Health,down,2.5,0.9172123287852026
CZE,2014,maternal_mort,Health,down,3.0,1.0475332035875897
CZE,2014,child_mort,Health,down,3.1,0.8987304523726152
CZE,2014,schooling,Knowledge,up,12.904,1.1435152926401284
CZE,2014,tertiary_attain,Knowledge,up,18.8267307281494,-0.719750825781882
CZE,2014,internet_users,Knowledge,up,74.2317116367383,0.5845842833923078
CZE,2014,research_dev,Knowledge,up,1.94392,-0.05563822127730458
CZE,2014,homicides,Safety,down,0.77016509724927,0.4608182486664384
CZE,2014,suicide,Safety,down,14.82,0.10648652921351706
CZE,2014,road_deaths,Safety,down,6.7,0.48950817580702566
CZE,2014,political_stability,Safety,up,1.1241036,0.40103570640420605
CZE,2014,gini,Equality,down,25.9,1.3025560257169273
CZE,2014,gdi,Equality,up,0.982,0.24492643512123535
CZE,2014,top_10_income,Equality,down,22.1,1.0134374965489779
CZE,2014,vdem_libdem,Freedom,up,0.766,0.03493995672881386
CZE,2014,press_freedom,Freedom,down,10.07,0.752647115952294
CZE,2014,corruption,Freedom,up,51.0,-1.7234872442611993
CZE,2014,civil_liberties,Freedom,up,0.951,0.3650775998708259
CZE,2014,work_hours,Work,down,1771.8,-0.15239338549961742
CZE,2014,unemployment,Work,down,6.108,0.20983497786248298
CZE,2014,employment,Work,up,55.649,-0.28845966431850306
CZE,2014,pm25,Environment,down,18.681045705784,-0.5690742999995966
CZE,2014,co2_pc,Environment,down,9.910655,-0.14816874268942534
CZE,2014,renewable,Environment,up,4.607436,-0.3800094049999141
CZE,2014,protected_areas,Environment,up,21.8,-0.05020200818044093
CZE,2014,life_eval,Wellbeing,up,6.505,-0.3089098214135392
CZE,2014,adolescent_fert,Wellbeing,down,12.115,0.017557138259443293
CZE,2015,gdp_pc,Material,up,42066.5759800801,-0.3705270266152433
CZE,2015,household_cons,Material,up,8625.7656752526,-1.2311528815773776
CZE,2015,broadband,Material,up,27.9980000790543,0.612076455384147
CZE,2015,life_expectancy,Health,up,78.5780487804878,-0.1396893666135326
CZE,2015,infant_mort,Health,down,2.6,0.8725891615221449
CZE,2015,maternal_mort,Health,down,3.0,1.0475332035875897
CZE,2015,child_mort,Health,down,3.2,0.8620915610288874
CZE,2015,schooling,Knowledge,up,12.93,1.1643068631751403
CZE,2015,tertiary_attain,Knowledge,up,19.3418006896973,-0.6525411105163325
CZE,2015,internet_users,Knowledge,up,75.668838699279,0.625050930463842
CZE,2015,research_dev,Knowledge,up,1.906,-0.09626480940771712
CZE,2015,homicides,Safety,down,0.836150868791633,0.431353272041739
CZE,2015,suicide,Safety,down,13.54,0.2760168790109113
CZE,2015,road_deaths,Safety,down,7.2,0.39163943770044635
CZE,2015,political_stability,Safety,up,1.100576,0.35411673601589067
CZE,2015,gini,Equality,down,25.9,1.3025560257169273
CZE,2015,gdi,Equality,up,0.983,0.28858896721842164
CZE,2015,top_10_income,Equality,down,22.1,1.0134374965489779
CZE,2015,vdem_libdem,Freedom,up,0.766,0.03493995672881386
CZE,2015,press_freedom,Freedom,down,11.62,0.5812938347413213
CZE,2015,corruption,Freedom,up,56.0,-1.3298803459331447
CZE,2015,civil_liberties,Freedom,up,0.946,0.27525663134287054
CZE,2015,work_hours,Work,down,1749.72,-0.06942037365149874
CZE,2015,unemployment,Work,down,5.048,0.4930440078888041
CZE,2015,employment,Work,up,56.375,-0.17394572799632893
CZE,2015,pm25,Environment,down,16.7738010034667,-0.286278904335526
CZE,2015,co2_pc,Environment,down,9.975821,-0.16560039563834433
CZE,2015,renewable,Environment,up,4.757571,-0.3704212326305079
CZE,2015,protected_areas,Environment,up,21.7,-0.059907729761993045
CZE,2015,life_eval,Wellbeing,up,6.596,-0.18468488092754734
CZE,2015,adolescent_fert,Wellbeing,down,11.86,0.04274595934320741
CZE,2016,gdp_pc,Material,up,43069.4659744727,-0.31171856786643093
CZE,2016,household_cons,Material,up,8918.0842198453,-1.1971049205223976
CZE,2016,broadband,Material,up,29.14911847267,0.6848187919306222
CZE,2016,life_expectancy,Health,up,79.0268292682927,-0.0004671767624953554
CZE,2016,infant_mort,Health,down,2.6,0.8725891615221449
CZE,2016,maternal_mort,Health,down,3.0,1.0475332035875897
CZE,2016,child_mort,Health,down,3.2,0.8620915610288874
CZE,2016,schooling,Knowledge,up,12.93,1.1643068631751403
CZE,2016,tertiary_attain,Knowledge,up,20.0784492492676,-0.5564183628594734
CZE,2016,internet_users,Knowledge,up,76.4811986951838,0.6479253763678778
CZE,2016,research_dev,Knowledge,up,1.65411,-0.36613377787210444
CZE,2016,homicides,Safety,down,0.617169777139044,0.5291360606032444
CZE,2016,suicide,Safety,down,13.03,0.34356412775831047
CZE,2016,road_deaths,Safety,down,5.9,0.6460981567775527
CZE,2016,political_stability,Safety,up,1.0617374,0.2766644194462605
CZE,2016,gini,Equality,down,25.4,1.4173644416474678
CZE,2016,gdi,Equality,up,0.983,0.28858896721842164
CZE,2016,top_10_income,Equality,down,21.9,1.0905421309365593
CZE,2016,vdem_libdem,Freedom,up,0.763,0.013493102193883336
CZE,2016,press_freedom,Freedom,down,16.66,0.02411929454564186
CZE,2016,corruption,Freedom,up,55.0,-1.4086017255987557
CZE,2016,civil_liberties,Freedom,up,0.937,0.11357888799255285
CZE,2016,work_hours,Work,down,1773.19,-0.15761677709694052
CZE,2016,unemployment,Work,down,3.952,0.7858714578028116
CZE,2016,employment,Work,up,57.457,-0.00327895237567788
CZE,2016,pm25,Environment,down,16.5377128688549,-0.2512730986525857
CZE,2016,co2_pc,Environment,down,10.125045,-0.20551723846511763
CZE,2016,renewable,Environment,up,4.8346767,-0.3654969795098917
CZE,2016,protected_areas,Environment,up,22.1,-0.021084843435784945
CZE,2016,life_eval,Wellbeing,up,6.609,-0.16693846085812009
CZE,2016,adolescent_fert,Wellbeing,down,11.789,0.049759317370451486
CZE,2017,gdp_pc,Material,up,45177.5226053634,-0.1881042511307462
CZE,2017,household_cons,Material,up,9294.14680258105,-1.1533028271962193
CZE,2017,broadband,Material,up,29.8452606888193,0.728809932765652
CZE,2017,life_expectancy,Health,up,78.9780487804878,-0.015600023485441853
CZE,2017,infant_mort,Health,down,2.6,0.8725891615221449
CZE,2017,maternal_mort,Health,down,3.0,1.0475332035875897
CZE,2017,child_mort,Health,down,3.2,0.8620915610288874
CZE,2017,schooling,Knowledge,up,12.93,1.1643068631751403
CZE,2017,tertiary_attain,Knowledge,up,20.7316493988037,-0.4711845124330146
CZE,2017,internet_users,Knowledge,up,78.7191728513432,0.7109422888546624
CZE,2017,research_dev,Knowledge,up,1.74513,-0.2686171098438835
CZE,2017,homicides,Safety,down,0.626106269301682,0.5251456013493143
CZE,2017,suicide,Safety,down,13.91,0.22701201227260193
CZE,2017,road_deaths,Safety,down,5.6,0.7048193996415004
CZE,2017,political_stability,Safety,up,1.0199948,0.1934209176300409
CZE,2017,gini,Equality,down,24.9,1.5321728575780083
CZE,2017,gdi,Equality,up,0.984,0.33225149931560793
CZE,2017,top_10_income,Equality,down,21.4,1.2833037169055104
CZE,2017,vdem_libdem,Freedom,up,0.726,-0.2510181037369264
CZE,2017,press_freedom,Freedom,down,16.91,-0.0035183314561279475
CZE,2017,corruption,Freedom,up,57.0,-1.2511589662675338
CZE,2017,civil_liberties,Freedom,up,0.933,0.041722113170188556
CZE,2017,work_hours,Work,down,1775.64,-0.16682347451668214
CZE,2017,unemployment,Work,down,2.893,1.0688133094989194
CZE,2017,employment,Work,up,58.335,0.13521035353461003
CZE,2017,pm25,Environment,down,16.450355211847,-0.23832020217956398
CZE,2017,co2_pc,Environment,down,10.220285,-0.2309935700928846
CZE,2017,renewable,Environment,up,4.711877,-0.3733394192508672
CZE,2017,protected_areas,Environment,up,22.2,-0.011379121854233178
CZE,2017,life_eval,Wellbeing,up,6.711,-0.027697318774920307
CZE,2017,adolescent_fert,Wellbeing,down,11.653,0.06319335528179224
CZE,2018,gdp_pc,Material,up,46301.082036029,-0.122219858226662
CZE,2018,household_cons,Material,up,9590.01638353391,-1.118841257254865
CZE,2018,broadband,Material,up,30.5512773467128,0.7734250667264531
CZE,2018,life_expectancy,Health,up,79.0292682926829,0.0002894655736376417
CZE,2018,infant_mort,Health,down,2.5,0.9172123287852026
CZE,2018,maternal_mort,Health,down,3.0,1.0475332035875897
CZE,2018,child_mort,Health,down,3.1,0.8987304523726152
CZE,2018,schooling,Knowledge,up,12.93,1.1643068631751403
CZE,2018,tertiary_attain,Knowledge,up,21.001915509847,-0.43591841321309693
CZE,2018,internet_users,Knowledge,up,80.6881675434288,0.7663852732415045
CZE,2018,research_dev,Knowledge,up,1.87652,-0.12784898182555873
CZE,2018,homicides,Safety,down,0.744133559572974,0.47244224928367157
CZE,2018,suicide,Safety,down,13.59,0.2693945997219505
CZE,2018,road_deaths,Safety,down,6.3,0.5678031662922892
CZE,2018,political_stability,Safety,up,1.0436452,0.24058477698126302
CZE,2018,gini,Equality,down,25.0,1.5092111743919
CZE,2018,gdi,Equality,up,0.98,0.15760137092686274
CZE,2018,top_10_income,Equality,down,21.5,1.2447513997117194
CZE,2018,vdem_libdem,Freedom,up,0.708,-0.37969923094650954
CZE,2018,press_freedom,Freedom,down,21.89,-0.5540598414113825
CZE,2018,corruption,Freedom,up,59.0,-1.093716206936312
CZE,2018,civil_liberties,Freedom,up,0.936,0.09561469428696177
CZE,2018,work_hours,Work,down,1783.56,-0.19658553311437643
CZE,2018,unemployment,Work,down,2.246,1.2416776891470607
CZE,2018,employment,Work,up,59.017,0.24278405129180441
CZE,2018,pm25,Environment,down,17.6889787550736,-0.4219762556267241
CZE,2018,co2_pc,Environment,down,10.0789385,-0.1931839280472717
CZE,2018,renewable,Environment,up,4.6002975,-0.38046529582123495
CZE,2018,protected_areas,Environment,up,22.2,-0.011379121854233178
CZE,2018,life_eval,Wellbeing,up,6.852,0.16478308351656118
CZE,2018,adolescent_fert,Wellbeing,down,10.738,0.15357677211176918
CZE,2019,gdp_pc,Material,up,47763.6165520254,-0.03645830787359472
CZE,2019,household_cons,Material,up,9845.79064364199,-1.089049811559347
CZE,2019,broadband,Material,up,35.4302064212035,1.0817380106350445
CZE,2019,life_expectancy,Health,up,79.2292682926829,0.062334137137685215
CZE,2019,infant_mort,Health,down,2.4,0.9618354960482604
CZE,2019,maternal_mort,Health,down,3.0,1.0475332035875897
CZE,2019,child_mort,Health,down,3.0,0.935369343716343
CZE,2019,schooling,Knowledge,up,12.93,1.1643068631751403
CZE,2019,tertiary_attain,Knowledge,up,20.9109001159668,-0.44779470025007856
CZE,2019,internet_users,Knowledge,up,80.8669444139622,0.7714192752535733
CZE,2019,research_dev,Knowledge,up,1.89547,-0.10754640152304516
CZE,2019,homicides,Safety,down,0.862160849844266,0.41973889721802893
CZE,2019,suicide,Safety,down,12.23,0.4495205963816816
CZE,2019,road_deaths,Safety,down,5.9,0.6460981567775527
CZE,2019,political_stability,Safety,up,1.0363667,0.22606992098356873
CZE,2019,gini,Equality,down,25.3,1.4403261248335755
CZE,2019,gdi,Equality,up,0.981,0.20126390302404903
CZE,2019,top_10_income,Equality,down,21.5,1.2447513997117194
CZE,2019,vdem_libdem,Freedom,up,0.699,-0.4440397945513011
CZE,2019,press_freedom,Freedom,down,24.89,-0.8857113534326203
CZE,2019,corruption,Freedom,up,56.0,-1.3298803459331447
CZE,2019,civil_liberties,Freedom,up,0.939,0.14950727540373301
CZE,2019,work_hours,Work,down,1783.15,-0.19504482048495084
CZE,2019,unemployment,Work,down,2.015,1.3033958834263817
CZE,2019,employment,Work,up,58.906,0.22527572218469444
CZE,2019,pm25,Environment,down,13.4196543528156,0.21105488195509725
CZE,2019,co2_pc,Environment,down,9.568804,-0.05672492241135169
CZE,2019,renewable,Environment,up,4.997973,-0.3550682781964987
CZE,2019,protected_areas,Environment,up,22.2,-0.011379121854233178
CZE,2019,life_eval,Wellbeing,up,6.9109,0.2451880175234276
CZE,2019,adolescent_fert,Wellbeing,down,9.834,0.2428736123459758
CZE,2020,gdp_pc,Material,up,45119.9387309139,-0.19148091150635546
CZE,2020,household_cons,Material,up,9190.2531028585,-1.1654039022304425
CZE,2020,broadband,Material,up,36.4490898642092,1.1461240570433129
CZE,2020,life_expectancy,Health,up,78.2268292682927,-0.24864586301868125
CZE,2020,infant_mort,Health,down,2.4,0.9618354960482604
CZE,2020,maternal_mort,Health,down,3.0,1.0475332035875897
CZE,2020,child_mort,Health,down,2.9,0.9720082350600707
CZE,2020,schooling,Knowledge,up,12.93,1.1643068631751403
CZE,2020,tertiary_attain,Knowledge,up,21.385169111864,-0.3859089632567277
CZE,2020,internet_users,Knowledge,up,81.33889705,0.7847085252126256
CZE,2020,research_dev,Knowledge,up,1.94537,-0.05408472568687483
CZE,2020,homicides,Safety,down,0.729848861096918,0.47882087147523983
CZE,2020,suicide,Safety,down,12.73,0.3832978034920746
CZE,2020,road_deaths,Safety,down,5.9,0.6460981567775527
CZE,2020,political_stability,Safety,up,0.9082209,-0.029479688648820234
CZE,2020,gini,Equality,down,26.2,1.2336709761586029
CZE,2020,gdi,Equality,up,0.982,0.24492643512123535
CZE,2020,top_10_income,Equality,down,22.5,0.8592282277738177
CZE,2020,vdem_libdem,Freedom,up,0.709,-0.372550279434866
CZE,2020,press_freedom,Freedom,down,23.57,-0.7397846881432757
CZE,2020,corruption,Freedom,up,54.0,-1.4873231052643665
CZE,2020,civil_liberties,Freedom,up,0.914,-0.29959756723604186
CZE,2020,work_hours,Work,down,1672.85,0.219444455187492
CZE,2020,unemployment,Work,down,2.55,1.1604554767621535
CZE,2020,employment,Work,up,57.944,0.0735368699230812
CZE,2020,pm25,Environment,down,12.7679260152194,0.3076894526906055
CZE,2020,co2_pc,Environment,down,8.688184,0.1788375214992328
CZE,2020,renewable,Environment,up,5.627874,-0.3148404874504282
CZE,2020,protected_areas,Environment,up,22.2,-0.011379121854233178
CZE,2020,life_eval,Wellbeing,up,6.965,0.3190404271969677
CZE,2020,adolescent_fert,Wellbeing,down,9.036,0.3216998053845786
CZE,2021,gdp_pc,Material,up,47796.0337408466,-0.03455739658501552
CZE,2021,household_cons,Material,up,9749.57999725953,-1.1002559987879703
CZE,2021,broadband,Material,up,37.4984794433561,1.2124378700776934
CZE,2021,life_expectancy,Health,up,77.2219512195122,-0.5603825055112116
CZE,2021,infant_mort,Health,down,2.3,1.0064586633113182
CZE,2021,maternal_mort,Health,down,4.0,0.8775278149385297
CZE,2021,child_mort,Health,down,2.8,1.0086471264037984
CZE,2021,schooling,Knowledge,up,12.93,1.1643068631751403
CZE,2021,tertiary_attain,Knowledge,up,22.2698001861572,-0.2704764840656964
CZE,2021,internet_users,Knowledge,up,82.67062427,0.822207321813131
CZE,2021,research_dev,Knowledge,up,1.93302,-0.06731622261225974
CZE,2021,homicides,Safety,down,0.44631485186264,0.6054288167810213
CZE,2021,suicide,Safety,down,13.33,0.3038304520245461
CZE,2021,road_deaths,Safety,down,5.9,0.6460981567775527
CZE,2021,political_stability,Safety,up,0.9968819,0.14732894604398453
CZE,2021,gini,Equality,down,26.2,1.2336709761586029
CZE,2021,gdi,Equality,up,0.989,0.5505641598015394
CZE,2021,top_10_income,Equality,down,22.2,0.9748851793551885
CZE,2021,vdem_libdem,Freedom,up,0.698,-0.45118874606294457
CZE,2021,press_freedom,Freedom,down,23.38,-0.7187800923819305
CZE,2021,corruption,Freedom,up,54.0,-1.4873231052643665
CZE,2021,civil_liberties,Freedom,up,0.913,-0.3175617609416329
CZE,2021,work_hours,Work,down,1721.58,0.036325122426675
CZE,2021,unemployment,Work,down,2.803,1.0928593592181353
CZE,2021,employment,Work,up,57.784,0.04829963877769785
CZE,2021,pm25,Environment,down,13.9271630754611,0.13580437537399448
CZE,2021,co2_pc,Environment,down,9.175987,0.04835210573884274
CZE,2021,renewable,Environment,up,5.444681,-0.32653986508301636
CZE,2021,protected_areas,Environment,up,22.2,-0.011379121854233178
CZE,2021,life_eval,Wellbeing,up,6.92,0.2576105115720269
CZE,2021,adolescent_fert,Wellbeing,down,8.096,0.4145527144776695
